OBJECTID,GlobalID,Name,Latitude,Longitude,Activity,Description,Website,Notes,Category,County,Record Type,TrailID,Registered,Trail Activity,Format,Grade,Difficulty,Trail Type,Length in Km,Time To Complete,Location Network,DogsAllowedOriginal,Dogs Allowed,Ascent Metres,WalksScheme,ManagementOrganisation,ExternalLinks,NearestTownStart,NearestTownFinish,StartPoint,FinishPoint,WaymarkingDescription,Facilities,GridRefStart,GridRefFinish,MapGuides,OSiMaps,PublicTransport,Comment,DataOwner,sourceglobalid,TrailHeadType,x,y
63532,94ed9eaa-2ee2-4407-a701-70fc53e820d9,Lough Key - Drummans Island Trail,53.98535,-8.23658,Walking,,https://www.sportireland.ie/outdoors/walking/trails/lough-key-drummans-island-trail,,leisure & recreation,Roscommon,Trail,755,Yes,Walking,Loop,Multi-Access,Very Easy,Walking Trail,3.5,60 mins,Lough Key Forest Park,Under effective control,Yes,,No,Coillte North and East,https://loughkey.ie/wp-content/uploads/2015/06/Map-of-Walking-Trails2.pdf |Link to downloadable map^ https://loughkey.ie/wp-content/uploads/2015/06/Map-of-Walking-Trails2.pdf |Link to website with further information,Boyle,Boyle,Visitor Centre Lough Key Forest Park,Visitor Centre Lough Key Forest Park,Red,"Car parking. Shops, restaurants, cafés, accommodation",G 848 039,G 848 039,,Discovery Series Sheet 33,,,Sport Ireland,d287b6a2-ce67-4201-81a8-279be78bc2db,Start,-8.23658,53.98535
63533,dd28150d-3bdb-4e0a-89ee-b7ef0d681792,Slievethoul Lugg Walk,53.25239,-6.46714,Walking,,https://www.sportireland.ie/outdoors/walking/trails/slievethoul-lugg-walk,,leisure & recreation,Dublin,Trail,756,Yes,Walking,Loop,Easy,Easy,Walking Trail,9,2 hours,Slievethoul and Lugg,Under effective control,Yes,,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Dublin-Slievethoul.Lugg_.pdf |Link to downloadable map^ https://www.coillte.ie/site/slievethoul-and-lugg/ |Link to website with further information,Rathcoole,Rathcoole,Lay-by at entrance to Slieve Thoul and Saggart Hill,Lay-by at entrance to Slieve Thoul and Saggart Hill,Brown,,,,,Discovery Series Sheet 50,,,Sport Ireland,47efb3ed-70c4-40fd-86e2-3bbb2b3e2575,Start,-6.46714,53.25239
63534,1d4dcca7-db60-4efa-97c3-9b8ec60c5d14,Saggart Hill Loop,53.25239,-6.46714,Walking,,https://www.sportireland.ie/outdoors/walking/trails/saggart-hill-loop,,leisure & recreation,Dublin,Trail,757,Yes,Walking,Loop,Easy,Easy,Walking Trail,4,60 mins,Slievethoul and Lugg,Under effective control,Yes,,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Dublin-Slievethoul.Lugg_.pdf |Link to downloadable map^ https://www.coillte.ie/site/slievethoul-and-lugg/ |Link to website with further information,Rathcoole,Rathcoole,Lay-by at entrance to Slieve Thoul and Saggart Hill,Lay-by at entrance to Slieve Thoul and Saggart Hill,Green,,,,,Discovery Series Sheet 50,,,Sport Ireland,3cd3b636-1374-41a1-af4d-024776d745ff,Start,-6.46714,53.25239
63535,5182ad3e-3884-4f03-8e2a-122933c96961,Avondale Forest Park - Family Cycle Trail,52.9120875,-6.221826,Cycling,,https://www.sportireland.ie/outdoors/cycling-off-road/trails/avondale-forest-park-family-cycle-trail,,"outdoor & adventure , leisure & recreation",Wicklow,Trail,758,Yes,Cycling Off Road,Loop,Easy,Easy,Off Road Cycling Trail,1.5,20 mins,Avondale Forest Park,Under effective control,Yes,,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Wicklow-Avondale.pdf|Link to downloadable map^ https://www.coillte.ie/site/avondale-forest-park/|Link to website with further information,Rathdrum,Rathdrum,Avondale Carpark,Avondale Carpark,Blue,,,,,Discovery Series Sheet 62,,,Sport Ireland,c8434d23-2630-4d6b-a8f9-8e3d1d0ddd25,Start,-6.221826,52.9120875
63536,f7495c5c-c96f-468b-abc8-3f568765f4c5,Moneygall Rock of Loyer Loop,52.87909,-7.95677,Walking,"This trail takes the walker through hills and farmland overlooking Moneygall village as it follows quiet minor road, track, lane, walking corridors along field edges and a high traverse along the lower edge of a forest, passing close to a ringfort along the way, and with wonderful panoramic views of the Arra Mountains and River Shannon to the west, the Slieve Aughty Mountains to the north, the Slieve Bloom Mountains to the east, while to the south Devil's Bit Mountain can be seen.",https://www.sportireland.ie/outdoors/walking/trails/moneygall-rock-of-loyer-loop,,leisure & recreation,Offaly,Trail,800,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,4.5,1 hour 30 minutes,Moneygall,No,No,100,No,Moneygall Development Association Limited,,Moneygall,Moneygall,Moneygall Activity Park,Moneygall Activity Park,Green arrow,"Car parking, shops, cafés",S 02959 80883,S 02959 80883,,Discovery Series Sheet 59,,Please note that dogs are not permitted,Sport Ireland,068689a2-61c8-4023-a5f4-a1b8e1557e2c,Start,-7.95677,52.87909
63537,30d70470-b18b-4e2e-a94a-8ab877dedb6f,Cahermurphy Loop,53.00427,-8.65575,Walking,"This walk on forest track, quiet roads, paths and borreens gives fine walking along Lough Graney shore, Bleach River, through Cahermurphy forest and descending the Mass Path to Flagmount and to the trailhead with superb views over Lough Graney and the surrounding countryside and the chance to see deer in the forest.",https://www.sportireland.ie/outdoors/walking/trails/cahermurphy-loop,,leisure & recreation,Clare,Trail,801,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,9,3 hours,Cahermurphy,No,No,100,No,Clare Walks Ltd,,Flagmount,Flagmount,Car park in Cahermurphy Forest - White Sands,Car park in Cahermurphy Forest - White Sands,Red arrow,"Car parking available at trailhead. 
Shop and toilet facilities available in Flagmount Village",R 560 951,R 560 951,,Discovery Series Sheet 52,"Bus services available – 
Local Link - https://www.locallinklc.ie/2020/01/25/route-c11-flagmount-feakle-tulla-ennis-corofin/",,Sport Ireland,065dce51-347b-4562-9e14-7fed7a733db8,Start,-8.65575,53.00427
63538,a50167f7-789d-4161-9ae2-65f939812b63,Ballinruan Loops - Ballinruan Loop,52.95479,-8.82762,Walking,"This trail offers pleasant walking on minor roads, forest tracks, forest and bog paths through a variety of landscape, including farmland, evergreen and deciduous woodland and blanket bog. The expansive bogland at the highest point is a good example of cutover and recovering blanket bog and also provides extensive views in all directions including towards the Slieve Aughty Mountains and the Burren while the Hen Harrier and Merlin are resident in the general area.",https://www.sportireland.ie/outdoors/walking/trails/ballinruan-loops-ballinruan-loop,,leisure & recreation,Clare,Trail,802,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,10,3 hours 30 minutes,Ballinruan Loops,No,No,60,No,Clare Walks Ltd,,Crusheen,Crusheen,Ballinruan Village,Ballinruan Village,Green arrow,"Car parking available at trailhead. 
Shop, restaurant and toilet facilities available in Crusheen",R 444 896,R 444 896,,Discovery Series Sheets 52 and 58,"Local Link - https://www.locallinklc.ie/2021/02/22/route-c13-ennis-crusheen-ennis-saturday/
Clare Bus - http://www.clarebus.ie/mid-clare-north-saturday.html",,Sport Ireland,10322a48-22c0-45fb-abc1-7ce95340cd8d,Start,-8.82762,52.95479
63539,45de7caa-c1df-4391-9536-3ecca20c2778,Ballinruan Loops - Gortnamearacaun Loop,52.95479,-8.82762,Walking,"This trail offers pleasant walking on minor roads, forest tracks and forest and bog paths and old sunken tracks through a variety of landscape, including farmland, evergreen and deciduous woodland and blanket bog. The expansive bogland at the highest point is a good example of cutover and recovering blanket bog and also provides extensive views in all directions including towards the Slieve Aughty Mountains and the Burren while the Hen Harrier and Merlin are resident in the general area.",https://www.sportireland.ie/outdoors/walking/trails/ballinruan-loops-gortnamearacaun-loop,,leisure & recreation,Clare,Trail,803,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,14,4.5 hours,Ballinruan Loops,No,No,120,No,Clare Walks Ltd,,Crusheen,Crusheen,Ballinruan Village,Ballinruan Village,Purple arrow,"Car parking available at trailhead. 
Shop, restaurant and toilet facilities available in Crusheen",R 444 896,R 444 896,,Discovery Series Sheets 52 and 58,"Local Link - https://www.locallinklc.ie/2021/02/22/route-c13-ennis-crusheen-ennis-saturday/
Clare Bus - http://www.clarebus.ie/mid-clare-north-saturday.html",,Sport Ireland,e4354358-5e99-4428-978c-2d5a2ad2755e,Start,-8.82762,52.95479
63540,cd97d9be-6954-4dea-b3bc-5c839e247919,Lissycasey Cascades Loop,52.748288,-9.148361,Walking,,https://www.sportireland.ie/outdoors/walking/trails/lissycasey-cascades-loop,,leisure & recreation,Clare,Trail,804,Yes,Walking,Loop,Easy,Easy,Walking Trail,2.8,45 mins,Lissycasey,On a lead,Yes,35,No,Lissycasey Cascades and Historical Committee,,Lissycasey,Lissycasey,Centre of Lissycasey Village near Catholic Church,Centre of Lissycasey Village near Catholic Church,Red arrow on white background,,R 224 668,R 224 668,,Discovery Series Sheet 57,,Please keep dogs on a leash at all times,Sport Ireland,886f83e3-a226-479f-9ca3-794adaec49cb,Start,-9.148361,52.748288
63541,f5fafcb4-ece6-4ad1-b6ce-4b66f05fd837,Bothar na Naomh,53.94541,-7.78559,Walking,"This trail takes walkers on paths and tracks with a loose gravel surface through deciduous woodland and regenerated cutaway bog as well as around Annaghmaconway Lough in a quiet scenic rural landscape with typical limestone wetland vistas of riverbank, damp meadow, woodland, bog and lakeshore and pockets of sown wild flowers.",https://www.sportireland.ie/outdoors/walking/trails/bothar-na-naomh,,leisure & recreation,Leitrim,Trail,805,Yes,Walking,Loop,Easy,Easy,Walking Trail,7.85,2 hours,Cloone,Yes,Yes,50,No,Cloone Tidy Towns Committee/Cloone Homecoming Committee,,Cloone,Cloone,"Community Centre, Cloone","Community Centre, Cloone",Red Arrow on white background,"Car parking, shops, other facilities",N 14126 99568,N 14126 99568,,Discovery Series Sheet 34,None,,Sport Ireland,3dd4571a-f7a6-4bbb-900e-f9d59b81c0af,Start,-7.78559,53.94541
63542,db632057-9ca2-47ed-823e-c306daaa0a11,Broadford Ashford Walking Trails - Broadford-Ashford Way,52.34598,-8.97279,Walking,"This trail follows forest tracks, minor roads, regional roads and grass tracks to link the two villages of Broadford and Ashford, passing through a pleasant tree-lined avenue, a dairy farm, Coillte forest, beside Lough Ghe (a National Heritage Area) and over quiet streams with the chance to hear the cuckoo in summer and glimpse a hen harrier, while spectacular views are of the surrounding countryside including the Shannon Estuary, Knockfiera and the Ballyhoura Mountains.",https://www.sportireland.ie/outdoors/walking/trails/broadford-ashford-walking-trails-broadford-ashford-way,This trail can also be walked from Ashford to Broadford,leisure & recreation,Limerick,Trail,806,Yes,Walking,Linear,Strenuous,Challenging,Walking Trail,20,5 to 6 hours,Broadford Ashford Walking Trails,No,No,287,No,Broadford Ashford Walking Trails Committee,,Broadford,Broadford,Broadford car park opposite church,Beside church in Ashford,Yellow arrow on white background,"In Broadford: Car parking, shop, café, pubs, post office
In Ashford: Car parking, pub",R 33763 22009,R 27843 23792,Broadford-Ashford Walking Trails - Sli Mullach an Radhairc - Broadford to Ashford Way and Ashford to Broadford Way,Discovery Series Sheet 72,,No dogs except on public roads,Sport Ireland,3ee4a058-909c-4b97-8619-dbb1ffc222d7,Start,-8.97279,52.34598
63543,bf97eb06-c1f1-4e0b-ba4f-81feae4373ea,Broadford Ashford Walking Trails - Broadford-Ashford Way,52.36126,-9.06005,Walking,"This trail follows forest tracks, minor roads, regional roads and grass tracks to link the two villages of Broadford and Ashford, passing through a pleasant tree-lined avenue, a dairy farm, Coillte forest, beside Lough Ghe (a National Heritage Area) and over quiet streams with the chance to hear the cuckoo in summer and glimpse a hen harrier, while spectacular views are of the surrounding countryside including the Shannon Estuary, Knockfiera and the Ballyhoura Mountains.",https://www.sportireland.ie/outdoors/walking/trails/broadford-ashford-walking-trails-broadford-ashford-way,This trail can also be walked from Ashford to Broadford,leisure & recreation,Limerick,Trail,806,Yes,Walking,Linear,Strenuous,Challenging,Walking Trail,20,5 to 6 hours,Broadford Ashford Walking Trails,No,No,287,No,Broadford Ashford Walking Trails Committee,,Broadford,Broadford,Broadford car park opposite church,Beside church in Ashford,Yellow arrow on white background,"In Broadford: Car parking, shop, café, pubs, post office
In Ashford: Car parking, pub",R 33763 22009,R 27843 23792,Broadford-Ashford Walking Trails - Sli Mullach an Radhairc - Broadford to Ashford Way and Ashford to Broadford Way,Discovery Series Sheet 72,,No dogs except on public roads,Sport Ireland,8a38fccf-4e33-477e-b035-0fde528bd379,Finish,-9.06005,52.36126
63544,ac6bd29b-d498-4676-9228-076d959078a5,Broadford Ashford Walking Trails - Gleann Beag Loop,52.34598,-8.97279,Walking,"This walk takes you through fields, on laneway and farm passage and along quiet roads, passing the ruins of both Curramore House and later Killagholane Church (worth a visit). Picturesque views of West Limerick open up on the higher ground and at one point the trees of Gleann Beag are below. A couple of seats are provided to enjoy these.",https://www.sportireland.ie/outdoors/walking/trails/broadford-ashford-walking-trails-gleann-beag-loop,,leisure & recreation,Limerick,Trail,807,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,9.5,2 hours 30 minutes,Broadford Ashford Walking Trails,No,No,245,No,Broadford Ashford Walking Trails Committee,,Broadford,Broadford,Broadford car park opposite church,Broadford car park opposite church,Red arrow on white background,"Car parking, shop, café, pubs, post office",R 33763 22009,R 33763 22009,Broadford-Ashford Walking Trails - Sli Mullach an Radhairc - An Gleann Beag Loop,Discovery Series Sheet 72,,No dogs except on public roads,Sport Ireland,42e18ecf-a3c1-4f1e-9f0d-aefa86326102,Start,-8.97279,52.34598
63545,cb93cb21-4150-4486-b098-ec5fa41a22f3,Broadford Ashford Walking Trails - Gleann na gCapall Loop,52.34598,-8.97279,Walking,"This trail starts at the arboretum in the village of Broadford. This was formally a limestone quarry now planted with native Irish trees and shrubs. It follows a minor road with farmland on both sides. There are some stunning views on your descent down through a working farm, crossing through fields and wooded areas. The trail brings you to the historical site of Killagholehane Church. The walk ends back in the village of Broadford.",https://www.sportireland.ie/outdoors/walking/trails/broadford-ashford-walking-trails-gleann-na-gcapall-loop,,leisure & recreation,Limerick,Trail,808,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,10,2 hours 30 minutes,Broadford Ashford Walking Trails,No,No,161,No,Broadford Ashford Walking Trails Committee,,Broadford,Broadford,Broadford car park opposite church,Broadford car park opposite church,Blue arrow on white background,"Car parking, shop, café, pubs, post office",R 33763 22009,R 33763 22009,Broadford-Ashford Walking Trails - Sli Mullach an Radhairc - Gleann na nCapall,Discovery Series Sheet 72,,No dogs except on public roads,Sport Ireland,8ae95454-24f9-425f-841d-5d0f29b4ed73,Start,-8.97279,52.34598
63546,718daeac-bd19-4837-96b4-bd121137a5e6,Broadford Ashford Walking Trails - Killagholehane Way,52.34598,-8.97279,Walking,"This moderate walk takes you through the picturesque village of Broadford, along a peaceful country lane to the ruins of a 15th century church. It is an ideal family walk and is very popular with the local residents. Return by the same route to the Trailhead in the village.",https://www.sportireland.ie/outdoors/walking/trails/broadford-ashford-walking-trails-killagholehane-way,,leisure & recreation,Limerick,Trail,809,Yes,Walking,Linear,Moderate,Moderate,Walking Trail,6,1 hour 30 minutes,Broadford Ashford Walking Trails,No,No,15,No,Broadford Ashford Walking Trails Committee,,Broadford,Broadford,Broadford car park opposite church,Broadford car park opposite church,Purple arrow on white background,"Car parking, shop, café, pubs, post office",R 33763 22009,R 33763 22009,Broadford-Ashford Walking Trails - Sli Mullach an Radhairc - Killagholehane Way,Discovery Series Sheet 72,,No dogs except on public roads,Sport Ireland,33fa776e-d494-4968-8c3a-97f993037bae,Start,-8.97279,52.34598
63547,1c4fd30e-92b7-422c-a974-e6147b7fcfb7,Broadford Ashford Walking Trails - Killagholehane Way,52.34598,-8.97279,Walking,"This moderate walk takes you through the picturesque village of Broadford, along a peaceful country lane to the ruins of a 15th century church. It is an ideal family walk and is very popular with the local residents. Return by the same route to the Trailhead in the village.",https://www.sportireland.ie/outdoors/walking/trails/broadford-ashford-walking-trails-killagholehane-way,,leisure & recreation,Limerick,Trail,809,Yes,Walking,Linear,Moderate,Moderate,Walking Trail,6,1 hour 30 minutes,Broadford Ashford Walking Trails,No,No,15,No,Broadford Ashford Walking Trails Committee,,Broadford,Broadford,Broadford car park opposite church,Broadford car park opposite church,Purple arrow on white background,"Car parking, shop, café, pubs, post office",R 33763 22009,R 33763 22009,Broadford-Ashford Walking Trails - Sli Mullach an Radhairc - Killagholehane Way,Discovery Series Sheet 72,,No dogs except on public roads,Sport Ireland,293642c4-5170-41bf-a9a5-eb6fc7826547,Finish,-8.97279,52.34598
